month,day,temp_mean,temp_accum,flower_status
5,22,17.2,558,4
5,23,14.2,572.2,4
5,24,15.6,587.8,4
5,25,13.2,601,4
5,26,9.5,610.5,4
5,27,10.2,620.7,4
5,28,10.7,631.4,4
5,29,11.9,643.3,4
5,30,13.5,656.8,4
5,31,14.9,671.7,4
3,1,-0.3,-0.3,1
3,2,-1.3,-1.6,1
3,3,-4.8,-6.4,1
3,4,-4,-10.4,1
3,5,0.6,-9.8,1
3,6,3,-6.8,1
3,7,0.1,-6.7,1
3,8,-1.5,-8.2,1
3,9,-3.1,-11.3,1
3,10,-2.6,-13.9,1
3,11,-1.1,-15,1
3,12,1,-14,1
3,13,8,-6,1
3,14,6.4,0.4,1
3,15,1.3,1.7,1
3,16,-1.7,0,1
3,17,-3.7,-3.7,1
3,18,-0.1,-3.8,1
3,19,4.6,0.8,1
3,20,5.1,5.9,1
3,21,2.4,8.3,1
3,22,1,9.3,1
3,23,-0.6,8.7,1
3,24,-0.4,8.3,1
3,25,0.1,8.4,1
3,26,0.9,9.3,1
3,27,-0.8,8.5,1
3,28,1.3,9.8,1
3,29,3.9,13.7,1
3,30,4.2,17.9,1
3,31,5.2,23.1,1
4,1,6.9,30,1
4,2,2.7,32.7,1
4,3,1.6,34.3,1
4,4,2,36.3,1
4,5,6.2,42.5,1
4,6,8.1,50.6,1
4,7,9.7,60.3,1
4,8,7.4,67.7,1
4,9,4.4,72.1,1
4,10,8,80.1,1
4,11,6.5,86.6,1
4,12,6.1,92.7,1
4,13,10.3,103,1
4,14,11.5,114.5,1
4,15,13.4,127.9,1
4,16,8.6,136.5,1
4,17,6.5,143,1
4,18,6.7,149.7,1
4,19,3.7,153.4,1
4,20,5,158.4,1
4,21,6.6,165,1
4,22,8.4,173.4,1
4,23,10.5,183.9,1
4,24,9,192.9,1
4,25,8.9,201.8,1
4,26,10.9,212.7,2
4,27,9.1,221.8,2
4,28,9.1,230.9,2
4,29,8.8,239.7,2
4,30,11.8,251.5,2
5,1,14.6,266.1,2
5,2,8.3,274.4,3
5,3,10.3,284.7,3
5,4,9.4,294.1,3
5,5,8.8,302.9,3
5,6,11.1,314,3
5,7,16.1,330.1,4
5,8,12.4,342.5,4
5,9,13.7,356.2,4
5,10,12.5,368.7,4
5,11,11.2,379.9,4
5,12,13.9,393.8,4
5,13,12.9,406.7,4
5,14,12.8,419.5,4
5,15,9.9,429.4,4
5,16,15,444.4,4
5,17,13.5,457.9,4
5,18,14.9,472.8,4
5,19,18.1,490.9,4
5,20,17.8,508.7,4
5,21,15.9,524.6,4
5,22,11.9,536.5,4
5,23,11.5,548,4
5,24,14.3,562.3,4
5,25,13.3,575.6,4
5,26,15.8,591.4,4
5,27,16.1,607.5,4
5,28,17,624.5,4
5,29,14.1,638.6,4
5,30,10.7,649.3,4
5,31,10.8,660.1,4
3,1,-1.1,-1.1,1
3,2,-0.2,-1.3,1
3,3,-1.2,-2.5,1
3,4,-1.8,-4.3,1
3,5,-1.4,-5.7,1
3,6,2.6,-3.1,1
3,7,2.7,-0.4,1
3,8,2,1.6,1
3,9,1.8,3.4,1
3,10,1.6,5,1
3,11,1,6,1
3,12,-0.8,5.2,1
3,13,-1.5,3.7,1
3,14,-0.1,3.6,1
3,15,0.8,4.4,1
3,16,0.8,5.2,1
3,17,2.6,7.8,1
3,18,2.4,10.2,1
3,19,-2,8.2,1
3,20,-0.8,7.4,1
3,21,0.6,8,1
3,22,4.4,12.4,1
3,23,2.7,15.1,1
3,24,-0.1,15,1
3,25,0.5,15.5,1
3,26,-1,14.5,1
3,27,2.8,17.3,1
3,28,2.2,19.5,1
3,29,4.5,24,1
3,30,8.6,32.6,1
3,31,1.7,34.3,1
4,1,0.3,34.6,1
4,2,0.9,35.5,1
4,3,2.5,38,1
4,4,2.3,40.3,1
4,5,2.2,42.5,1
4,6,-0.1,42.4,1
4,7,0.2,42.6,1
4,8,2.6,45.2,1
4,9,7.5,52.7,1
4,10,7.3,60,1
4,11,8.9,68.9,1
4,12,7.6,76.5,1
4,13,7.7,84.2,1
4,14,6.5,90.7,1
4,15,6.3,97,1
4,16,7.3,104.3,1
4,17,8.6,112.9,1
4,18,7.9,120.8,1
4,19,8.6,129.4,1
4,20,7.9,137.3,1
4,21,8.2,145.5,1
4,22,11.7,157.2,1
4,23,12,169.2,1
4,24,11.3,180.5,1
4,25,11.9,192.4,1
4,26,14.8,207.2,1
4,27,10.6,217.8,2
4,28,12,229.8,2
4,29,14.5,244.3,2
4,30,15.6,259.9,2
5,1,18.3,278.2,3
5,2,18,296.2,3
5,3,14.1,310.3,4
5,4,13.2,323.5,4
5,5,12.5,336,4
5,6,12.1,348.1,4
5,7,13.3,361.4,4
5,8,14.4,375.8,4
5,9,13.3,389.1,4
5,10,11.4,400.5,4
5,11,11.2,411.7,4
5,12,8.9,420.6,4
5,13,11.2,431.8,4
5,14,12.7,444.5,4
5,15,12.3,456.8,4
5,16,13.3,470.1,4
5,17,12.9,483,4
5,18,13.9,496.9,4
5,19,13.1,510,4
5,20,14.6,524.6,4
5,21,15.2,539.8,4
5,22,15.2,555,4
5,23,12.9,567.9,4
5,24,16.1,584,4
5,25,16.6,600.6,4
5,26,15.1,615.7,4
5,27,14.9,630.6,4
5,28,14.3,644.9,4
5,29,14.2,659.1,4
5,30,13.7,672.8,4
5,31,14,686.8,4
3,1,1.7,1.7,1
3,2,-0.7,1,1
3,3,-1,0,1
3,4,-0.6,-0.6,1
3,5,-0.5,-1.1,1
3,6,3.4,2.3,1
3,7,3.8,6.1,1
3,8,5.4,11.5,1
3,9,-2.4,9.1,1
3,10,-1.2,7.9,1
3,11,-3.7,4.2,1
3,12,1.9,6.1,1
3,13,2.7,8.8,1
3,14,-0.9,7.9,1
3,15,1.8,9.7,1
3,16,2.3,12,1
3,17,2.2,14.2,1
3,18,5.7,19.9,1
3,19,4.6,24.5,1
3,20,1.4,25.9,1
3,21,-2.4,23.5,1
3,22,2.8,26.3,1
3,23,0.2,26.5,1
3,24,0.3,26.8,1
3,25,0.4,27.2,1
3,26,0.5,27.7,1
3,27,1.8,29.5,1
3,28,6.8,36.3,1
3,29,3,39.3,1
3,30,1.9,41.2,1
3,31,1.8,43,1
4,1,3.7,46.7,1
4,2,5.2,51.9,1
4,3,5.9,57.8,1
4,4,5.7,63.5,1
4,5,4.7,68.2,1
4,6,6.7,74.9,1
4,7,11.1,86,1
4,8,4.5,90.5,1
4,9,8,98.5,1
4,10,4.4,102.9,1
4,11,4,106.9,1
4,12,3.6,110.5,1
4,13,7.4,117.9,1
4,14,11.5,129.4,1
4,15,5.7,135.1,1
4,16,6.9,142,1
4,17,8.8,150.8,1
4,18,5.1,155.9,1
4,19,2.8,158.7,1
4,20,5.3,164,1
4,21,3.8,167.8,1
4,22,7.6,175.4,1
4,23,10.4,185.8,1
4,24,10.3,196.1,1
4,25,11.3,207.4,1
4,26,9,216.4,1
4,27,7.5,223.9,1
4,28,8.3,232.2,2
4,29,8.1,240.3,2
4,30,11.1,251.4,2
5,1,7,258.4,2
5,2,6.6,265,2
5,3,7.3,272.3,2
5,4,9.3,281.6,2
5,5,10.6,292.2,2
5,6,10.9,303.1,2
5,7,5.5,308.6,3
5,8,9.5,318.1,3
5,9,13,331.1,3
5,10,13.1,344.2,3
5,11,10.6,354.8,4
5,12,11.1,365.9,4
5,13,12.3,378.2,4
5,14,12.5,390.7,4
5,15,11,401.7,4
5,16,10.9,412.6,4
5,17,12.2,424.8,4
5,18,12.2,437,4
5,19,12.5,449.5,4
5,20,14.6,464.1,4
5,21,16.4,480.5,4
5,22,16.2,496.7,4
5,23,14.4,511.1,4
5,24,13.7,524.8,4
5,25,12.8,537.6,4
5,26,16.8,554.4,4
5,27,19.5,573.9,4
5,28,21.2,595.1,4
5,29,20.6,615.7,4
5,30,18.9,634.6,4
5,31,18.7,653.3,4
3,1,-0.5,-0.5,1
3,2,-1.4,-1.9,1
3,3,-2.4,-4.3,1
3,4,0.8,-3.5,1
3,5,3,-0.5,1
3,6,-3.2,-3.7,1
3,7,-4.7,-8.4,1
3,8,-3.6,-12,1
3,9,-1.3,-13.3,1
3,10,-2.2,-15.5,1
3,11,-0.5,-16,1
3,12,-0.2,-16.2,1
3,13,-0.2,-16.4,1
3,14,0,-16.4,1
3,15,0.2,-16.2,1
3,16,1.2,-15,1
3,17,2.9,-12.1,1
3,18,4.1,-8,1
3,19,2.8,-5.2,1
3,20,0.8,-4.4,1
3,21,0,-4.4,1
3,22,2.5,-1.9,1
3,23,2.6,0.7,1
3,24,7.8,8.5,1
3,25,8.4,16.9,1
3,26,7.5,24.4,1
3,27,6.7,31.1,1
3,28,8.5,39.6,1
3,29,10.5,50.1,1
3,30,3.6,53.7,1
3,31,5.5,59.2,1
4,1,7,66.2,1
4,2,8.6,74.8,1
4,3,11.8,86.6,1
4,4,5.6,92.2,1
4,5,2.4,94.6,1
4,6,3,97.6,1
4,7,7,104.6,1
4,8,6.9,111.5,1
4,9,5.6,117.1,1
4,10,5.9,123,1
4,11,4.8,127.8,1
4,12,7.1,134.9,1
4,13,6.6,141.5,1
4,14,7.3,148.8,1
4,15,9.4,158.2,1
4,16,8.2,166.4,1
4,17,7.9,174.3,1
4,18,6.7,181,1
4,19,5.5,186.5,1
4,20,6.7,193.2,1
4,21,8.4,201.6,1
4,22,10.7,212.3,1
4,23,8.8,221.1,2
4,24,11.9,233,2
4,25,13.6,246.6,2
4,26,14.6,261.2,2
4,27,16.7,277.9,3
4,28,13.9,291.8,3
4,29,10.9,302.7,3
4,30,11.3,314,3
5,1,15.8,329.8,4
5,2,14.8,344.6,4
5,3,15.3,359.9,4
5,4,12.7,372.6,4
5,5,14,386.6,4
5,6,11.6,398.2,4
5,7,13,411.2,4
5,8,15.7,426.9,4
5,9,11.4,438.3,4
5,10,11.2,449.5,4
5,11,14.7,464.2,4
5,12,17.9,482.1,4
5,13,17.2,499.3,4
5,14,19.3,518.6,4
5,15,15.8,534.4,4
5,16,13.7,548.1,4
5,17,11.4,559.5,4
5,18,13.3,572.8,4
5,19,14.3,587.1,4
5,20,16.7,603.8,4
5,21,13.2,617,4
5,22,11.7,628.7,4
5,23,13.2,641.9,4
5,24,15.5,657.4,4
5,25,19.2,676.6,4
5,26,14.5,691.1,4
5,27,18.8,709.9,4
5,28,20.9,730.8,4
5,29,22.8,753.6,4
5,30,22.4,776,4
5,31,19.5,795.5,4
3,1,-0.3,-0.3,1
3,2,1.4,1.1,1
3,3,2.3,3.4,1
3,4,2.3,5.7,1
3,5,2.6,8.3,1
3,6,2,10.3,1
3,7,3.5,13.8,1
3,8,3.5,17.3,1
3,9,4.7,22,1
3,10,2.1,24.1,1
3,11,-2.7,21.4,1
3,12,-1.5,19.9,1
3,13,0,19.9,1
3,14,1.3,21.2,1
3,15,2.9,24.1,1
3,16,5.5,29.6,1
3,17,6.6,36.2,1
3,18,5.6,41.8,1
3,19,4.4,46.2,1
3,20,4.6,50.8,1
3,21,4.8,55.6,1
3,22,4.6,60.2,1
3,23,0.5,60.7,1
3,24,1.6,62.3,1
3,25,3.2,65.5,1
3,26,5.5,71,1
3,27,10.2,81.2,1
3,28,10.3,91.5,1
3,29,10.6,102.1,1
3,30,7.7,109.8,1
3,31,10.3,120.1,1
4,1,6.3,126.4,1
4,2,6.5,132.9,1
4,3,9.4,142.3,1
4,4,8.5,150.8,1
4,5,7.6,158.4,1
4,6,9,167.4,1
4,7,4.2,171.6,1
4,8,2.1,173.7,1
4,9,3.8,177.5,1
4,10,6.9,184.4,1
4,11,7.6,192,1
4,12,7,199,1
4,13,8.2,207.2,1
4,14,11.2,218.4,1
4,15,10.4,228.8,2
4,16,10.1,238.9,2
4,17,7.7,246.6,2
4,18,8.5,255.1,2
4,19,9.3,264.4,2
4,20,9.5,273.9,2
4,21,9.8,283.7,2
4,22,11.9,295.6,3
4,23,12.6,308.2,3
4,24,12.4,320.6,3
4,25,11.9,332.5,3
4,26,14.7,347.2,3
4,27,19.2,366.4,4
4,28,18.9,385.3,4
4,29,16.2,401.5,4
4,30,16.3,417.8,4
5,1,16.6,434.4,4
5,2,17,451.4,4
5,3,17.9,469.3,4
5,4,17.9,487.2,4
5,5,13.7,500.9,4
5,6,15.1,516,4
5,7,14.6,530.6,4
5,8,14.2,544.8,4
5,9,12.6,557.4,4
5,10,10.4,567.8,4
5,11,13.7,581.5,4
5,12,12.6,594.1,4
5,13,15.4,609.5,4
5,14,15.7,625.2,4
5,15,14.4,639.6,4
5,16,12.4,652,4
5,17,13.6,665.6,4
5,18,17.2,682.8,4
5,19,16,698.8,4
5,20,15.7,714.5,4
5,21,13.5,728,4
5,22,16.8,744.8,4
5,23,20.4,765.2,4
5,24,20.4,785.6,4
5,25,16.8,802.4,4
5,26,18.4,820.8,4
5,27,15.7,836.5,4
5,28,17.8,854.3,4
5,29,21.3,875.6,4
5,30,21.2,896.8,4
5,31,18,914.8,4
3,1,-2.6,-2.6,1
3,2,-2,-4.6,1
3,3,0.8,-3.8,1
3,4,0.9,-2.9,1
3,5,1,-1.9,1
3,6,6,4.1,1
3,7,5.6,9.7,1
3,8,5.4,15.1,1
3,9,1.4,16.5,1
3,10,-0.6,15.9,1
3,11,-0.2,15.7,1
3,12,0.4,16.1,1
3,13,1.9,18,1
3,14,3.9,21.9,1
3,15,3.6,25.5,1
3,16,8,33.5,1
3,17,10.3,43.8,1
3,18,11.6,55.4,1
3,19,8.8,64.2,1
3,20,4.8,69,1
3,21,2.6,71.6,1
3,22,2.7,74.3,1
3,23,2.9,77.2,1
3,24,1.4,78.6,1
3,25,2,80.6,1
3,26,4,84.6,1
3,27,5.8,90.4,1
3,28,6.4,96.8,1
3,29,7.9,104.7,1
3,30,6.8,111.5,1
3,31,7.2,118.7,1
4,1,6.2,124.9,1
4,2,9,133.9,1
4,3,8.5,142.4,1
4,4,4.8,147.2,1
4,5,8.4,155.6,1
4,6,8.3,163.9,1
4,7,6.8,170.7,1
4,8,9.4,180.1,1
4,9,9.6,189.7,1
4,10,6,195.7,1
4,11,2.3,198,1
4,12,6,204,1
4,13,11.4,215.4,1
4,14,12.3,227.7,1
4,15,6.7,234.4,1
4,16,9.4,243.8,2
4,17,10.8,254.6,2
4,18,11.4,266,2
4,19,9.1,275.1,2
4,20,11.6,286.7,2
4,21,14.8,301.5,2
4,22,13.1,314.6,3
4,23,12.6,327.2,3
4,24,11.7,338.9,3
4,25,10.5,349.4,3
4,26,10.5,359.9,3
4,27,10.8,370.7,4
4,28,8.4,379.1,4
4,29,6.4,385.5,4
4,30,7.7,393.2,4
5,1,8.3,401.5,4
5,2,13.1,414.6,4
5,3,21,435.6,4
5,4,16.3,451.9,4
5,5,14.6,466.5,4
5,6,14.3,480.8,4
5,7,15.2,496,4
5,8,15,511,4
5,9,13.3,524.3,4
5,10,11.4,535.7,4
5,11,12.5,548.2,4
5,12,13.5,561.7,4
5,13,17,578.7,4
5,14,15.1,593.8,4
5,15,15.9,609.7,4
5,16,18.4,628.1,4
5,17,15.3,643.4,4
5,18,17.2,660.6,4
5,19,17.7,678.3,4
5,20,16.9,695.2,4
5,21,18.4,713.6,4
5,22,19.8,733.4,4
5,23,18.7,752.1,4
5,24,17.2,769.3,4
5,25,19.2,788.5,4
5,26,22,810.5,4
5,27,17.9,828.4,4
5,28,18,846.4,4
5,29,17.8,864.2,4
5,30,18.6,882.8,4
5,31,17.5,900.3,4
3,1,1.3,1.3,1
3,2,2.8,4.1,1
3,3,1.4,5.5,1
3,4,1.1,6.6,1
3,5,1.1,7.7,1
3,6,0.3,8,1
3,7,-1.9,6.1,1
3,8,-1.7,4.4,1
3,9,0.7,5.1,1
3,10,0,5.1,1
3,11,0.3,5.4,1
3,12,1.7,7.1,1
3,13,1.6,8.7,1
3,14,3.3,12,1
3,15,1.7,13.7,1
3,16,2.5,16.2,1
3,17,3,19.2,1
3,18,3.4,22.6,1
3,19,3.9,26.5,1
3,20,4.8,31.3,1
3,21,4.5,35.8,1
3,22,4.6,40.4,1
3,23,1.3,41.7,1
3,24,0.6,42.3,1
3,25,2.6,44.9,1
3,26,2.9,47.8,1
3,27,2.4,50.2,1
3,28,2.8,53,1
3,29,5.4,58.4,1
3,30,6.3,64.7,1
3,31,3.3,68,1
4,1,3.4,71.4,1
4,2,4.1,75.5,1
4,3,6.3,81.8,1
4,4,7.5,89.3,1
4,5,10.2,99.5,1
4,6,13.3,112.8,1
4,7,11,123.8,1
4,8,11.1,134.9,1
4,9,8.2,143.1,1
4,10,7.2,150.3,1
4,11,8.5,158.8,1
4,12,5.7,164.5,1
4,13,5.5,170,1
4,14,12.7,182.7,1
4,15,13.4,196.1,1
4,16,14.1,210.2,1
4,17,11.5,221.7,1
4,18,11.1,232.8,2
4,19,7.6,240.4,2
4,20,6.7,247.1,2
4,21,8.9,256,2
4,22,8,264,2
4,23,7.9,271.9,2
4,24,10.8,282.7,2
4,25,13.6,296.3,3
4,26,9.8,306.1,3
4,27,9.7,315.8,3
4,28,12.1,327.9,4
4,29,11,338.9,4
4,30,14,352.9,4
5,1,12.6,365.5,4
5,2,12.1,377.6,4
5,3,12.9,390.5,4
5,4,15.4,405.9,4
5,5,16.8,422.7,4
5,6,13.9,436.6,4
5,7,13.5,450.1,4
5,8,12.9,463,4
5,9,11.9,474.9,4
5,10,13.2,488.1,4
5,11,14.8,502.9,4
5,12,14.7,517.6,4
5,13,13.6,531.2,4
5,14,14.6,545.8,4
5,15,15.3,561.1,4
5,16,12.9,574,4
5,17,13.1,587.1,4
5,18,14.7,601.8,4
5,19,17.6,619.4,4
5,20,20.4,639.8,4
5,21,20.4,660.2,4
5,22,18.8,679,4
5,23,17.3,696.3,4
5,24,16.1,712.4,4
5,25,15.9,728.3,4
5,26,17,745.3,4
5,27,14.1,759.4,4
5,28,15.9,775.3,4
5,29,19.5,794.8,4
5,30,20.1,814.9,4
5,31,21.3,836.2,4
3,1,2.8,2.8,1
3,2,-1.4,1.4,1
3,3,2.1,3.5,1
3,4,5.4,8.9,1
3,5,0.4,9.3,1
3,6,-2,7.3,1
3,7,-2.9,4.4,1
3,8,0.8,5.2,1
3,9,3.9,9.1,1
3,10,1.2,10.3,1
3,11,1.3,11.6,1
3,12,0.9,12.5,1
3,13,6.2,18.7,1
3,14,7.5,26.2,1
3,15,10.3,36.5,1
3,16,1.5,38,1
3,17,0.8,38.8,1
3,18,4.5,43.3,1
3,19,4.9,48.2,1
3,20,0.6,48.8,1
3,21,1.2,50,1
3,22,2.2,52.2,1
3,23,4,56.2,1
3,24,4.8,61,1
3,25,8.6,69.6,1
3,26,11.2,80.8,1
3,27,10.6,91.4,1
3,28,13,104.4,1
3,29,10.9,115.3,1
3,30,5.1,120.4,1
3,31,6.7,127.1,1
4,1,7.1,134.2,1
4,2,7.9,142.1,1
4,3,13,155.1,1
4,4,4.2,159.3,1
4,5,4.3,163.6,1
4,6,1.4,165,1
4,7,3.9,168.9,1
4,8,4.2,173.1,1
4,9,4.1,177.2,1
4,10,7.2,184.4,1
4,11,9.5,193.9,1
4,12,9.9,203.8,1
4,13,6.4,210.2,1
4,14,4.9,215.1,1
4,15,7.1,222.2,1
4,16,6.9,229.1,1
4,17,9.1,238.2,1
4,18,9.9,248.1,1
4,19,12.8,260.9,1
4,20,13.7,274.6,2
4,21,17.5,292.1,2
4,22,13.7,305.8,3
4,23,11.9,317.7,3
4,24,9.7,327.4,3
4,25,8.1,335.5,3
4,26,11.5,347,4
4,27,13.6,360.6,4
4,28,11.2,371.8,4
4,29,17.8,389.6,4
4,30,18.6,408.2,4
5,1,14,422.2,4
5,2,12.4,434.6,4
5,3,12.7,447.3,4
5,4,10.7,458,4
5,5,11.1,469.1,4
5,6,14.7,483.8,4
5,7,14.3,498.1,4
5,8,11.5,509.6,4
5,9,9.5,519.1,4
5,10,9.1,528.2,4
5,11,13.9,542.1,4
5,12,17.6,559.7,4
5,13,15.8,575.5,4
5,14,13.9,589.4,4
5,15,18.2,607.6,4
5,16,22,629.6,4
5,17,17,646.6,4
5,18,11.3,657.9,4
5,19,8.8,666.7,4
5,20,12.1,678.8,4
5,21,15.6,694.4,4
5,22,16.5,710.9,4
5,23,18.5,729.4,4
5,24,14.9,744.3,4
5,25,15.5,759.8,4
5,26,13.7,773.5,4
5,27,14.6,788.1,4
5,28,16.6,804.7,4
5,29,17.2,821.9,4
5,30,20,841.9,4
5,31,17.9,859.8,4
3,1,3.1,3.1,1
3,2,3.5,6.6,1
3,3,2.6,9.2,1
3,4,3.3,12.5,1
3,5,2.6,15.1,1
3,6,4.4,19.5,1
3,7,1.4,20.9,1
3,8,0.8,21.7,1
3,9,5.7,27.4,1
3,10,6.5,33.9,1
3,11,3.2,37.1,1
3,12,4.7,41.8,1
3,13,2.2,44,1
3,14,1.6,45.6,1
3,15,3.4,49,1
3,16,2.9,51.9,1
3,17,1.3,53.2,1
3,18,4.2,57.4,1
3,19,7.3,64.7,1
3,20,10,74.7,1
3,21,9.9,84.6,1
3,22,3.6,88.2,1
3,23,-1.1,87.1,1
3,24,-1.7,85.4,1
3,25,4.8,90.2,1
3,26,6.6,96.8,1
3,27,2.6,99.4,1
3,28,0.5,99.9,1
3,29,2.2,102.1,1
3,30,1,103.1,1
3,31,0.7,103.8,1
4,1,2.1,105.9,1
4,2,1.2,107.1,1
4,3,1.9,109,1
4,4,5,114,1
4,5,6.6,120.6,1
4,6,6.6,127.2,1
4,7,5.4,132.6,1
4,8,5.4,138,1
4,9,6.4,144.4,1
4,10,6.2,150.6,1
4,11,6.7,157.3,1
4,12,7.6,164.9,1
4,13,9.2,174.1,1
4,14,11.2,185.3,1
4,15,8.8,194.1,1
4,16,10.9,205,1
4,17,14.2,219.2,1
4,18,15.9,235.1,1
4,19,9,244.1,2
4,20,8.9,253,2
4,21,11.5,264.5,2
4,22,11.7,276.2,2
4,23,12.5,288.7,2
4,24,16.3,305,3
4,25,11.7,316.7,3
4,26,5.8,322.5,3
4,27,4.9,327.4,3
4,28,9.9,337.3,3
4,29,11.3,348.6,3
4,30,11.7,360.3,3
5,1,13,373.3,4
5,2,11.7,385,4
5,3,13.3,398.3,4
5,4,13.9,412.2,4
5,5,15,427.2,4
5,6,16.7,443.9,4
5,7,11.4,455.3,4
5,8,14.3,469.6,4
5,9,16.5,486.1,4
5,10,15.3,501.4,4
5,11,11.8,513.2,4
5,12,10.8,524,4
5,13,13.3,537.3,4
5,14,16.4,553.7,4
5,15,16.8,570.5,4
5,16,17.3,587.8,4
5,17,16.6,604.4,4
5,18,18.9,623.3,4
5,19,20.2,643.5,4
5,20,22.1,665.6,4
5,21,18.2,683.8,4
5,22,17.4,701.2,4
5,23,20,721.2,4
5,24,18,739.2,4
5,25,22,761.2,4
5,26,24.9,786.1,4
5,27,24,810.1,4
5,28,19,829.1,4
5,29,16.1,845.2,4
5,30,19,864.2,4
5,31,17.3,881.5,4
